propertyCode,thumbnail,numPhotos,floor,price,priceInfo,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,externalReference,parkingSpace,highlight
105788833,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3c/04/41/1266709667.webp,24,2,1100.0,"{'price': {'amount': 1100.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1400.0, 'priceDropValue': 300, 'priceDropPercentage': 21}}}",flat,rent,150.0,True,5,2,"calle Emperatriz Eugenia, 13",Granada,Granada,Centro,es,Jardín Botánico,37.1754975,-3.6070652,True,https://www.idealista.com/inmueble/105788833/,770,"¡Oportunidad única en el corazón de Granada! Este precioso piso reformado en la calle Emperatriz Eugenia está a un paso de la Plaza Gran Capitán y rodeado de todo tipo de servicios. Con 150 m² construidos, dispone de un amplio recibidor, 5 dormitorios con armarios empotrados y 2 baños completos. La cocina es independiente y cuenta con un lavadero, ideal para mantener el orden en el hogar. El salón es amplio y luminoso, perfecto para relajarse o compartir momentos con amigos. Las calidades del piso son excelentes: pintura lisa, puertas nuevas y totalmente amueblado y acondicionado para estudiantes. Además, su orientación este garantiza una buena iluminación natural durante todo el día. La calefacción eléctrica de gasoil y el aire acondicionado aseguran el confort en cualquier época del año. Situado en la planta 2 de un edificio con ascensor, este piso es una oportunidad que no puedes dejar escapar. La ubicación es inmejorable, junto a la Facultad de Traducción y la Facultad de Ciencias. Perfecto para estudiantes que buscan comodidad y cercanía a sus centros de estudio. ¡No pierdas esta oportunidad y ven a visitarlo!",False,good,False,True,7.0,{'typology': 'flat'},"{'subtitle': 'Jardín Botánico, Granada', 'title': 'Piso en calle Emperatriz Eugenia, 13'}",False,False,False,False,False,False,,,
105689100,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5e/13/a5/1260038819.webp,32,4,1000.0,"{'price': {'amount': 1000.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1200.0, 'priceDropValue': 200, 'priceDropPercentage': 17}}}",flat,rent,120.0,True,4,2,"Mozart, 3",Granada,Granada,Figares,es,,37.1654407,-3.6062248,True,https://www.idealista.com/inmueble/105689100/,1181,"¡Atención estudiantes! Presentamos un magnífico piso en alquiler, ideal para cuatro estudiantes, ubicado junto al emblemático Parque de las Ciencias. Este luminoso y alegre apartamento se encuentra en la 4ª planta de un edificio de ladrillo visto, ofreciendo un ambiente cálido y acogedor gracias a su orientación sur. Con 120 m² construidos, el piso cuenta con un salón amplio que incluye un balcón perfecto para relajarse, cuatro dormitorios cómodos y dos baños completos. La cocina es espaciosa y está completamente equipada, además de contar con un lavadero anexo. El edificio dispone de calefacción y agua caliente central, garantizando tu confort durante todo el año. Los suelos de mármol añaden un toque de elegancia a la vivienda, que se presenta totalmente amueblada y lista para que te instales sin preocupaciones. El inmueble también incluye una terraza y armarios empotrados en cada habitación, proporcionando espacio de almacenamiento adicional. La calefacción eléctrica a gasoil asegura un ambiente cálido en los meses más fríos. Situado en una zona privilegiada y con ascensor, este piso es una oportunidad única para disfrutar de una estancia cómoda y sin complicaciones durante tu etapa estudiantil. ¡No dejes pasar esta oportunidad y contáctanos para más información!",False,good,False,True,8.0,{'typology': 'flat'},"{'subtitle': 'Figares, Granada', 'title': 'Piso en Mozart, 3'}",False,False,False,False,False,False,,,
105597886,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f1/1f/44/1257232815.webp,16,2,1000.0,"{'price': {'amount': 1000.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1200.0, 'priceDropValue': 200, 'priceDropPercentage': 17}}}",flat,rent,208.0,True,4,3,barrio Los Pajaritos,Granada,Granada,Los Pajaritos - Plaza de Toros,es,Los Pajaritos,37.185086,-3.6074572,False,https://www.idealista.com/inmueble/105597886/,1452,Junto los jardines de Fuentenueva y las facultades de ciencias. Amplias habitaciones y zonas comunes. Con una fantástica ubicación y junto todo tipo de servicios. Parada de bus y metro muy cercanas. Calefacción central en baños y aire acondicionado en toda la vivienda.,False,good,False,True,5.0,{'typology': 'flat'},"{'subtitle': 'Los Pajaritos, Granada', 'title': 'Piso'}",False,False,False,False,False,False,A00129,,
101169340,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/de/01/79/1266192893.webp,15,1,1140.0,"{'price': {'amount': 1140.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1350.0, 'priceDropValue': 210, 'priceDropPercentage': 16}}}",flat,rent,100.0,True,3,2,barrio Carrera de la Virgen - Paseo del Salón,Granada,Granada,Realejo,es,Carrera de la Virgen - Paseo del Salón,37.1698865,-3.5947937,False,https://www.idealista.com/inmueble/101169340/,576,"¡RESERVA ESTE PISO PARA EL CURSO PRÓXIMO CURSO! - Amplio piso en pleno centro de 3 dormitorios totalmente equipados (cama, mesas y sillas para el estudio, armario etc. ) - Cocina independiente, totalmente equipada con todos los electrodomésticos - Dos cuartos de baño - Muy luminoso - IDEAL ESTUDIANTES - Pleno centro de Granada, rodeado de todo tipo de comercios, transporte, universidades, supermercados etc. No dudes en visitar. No se admiten animales. Preguntar disponibilidad. NOTAS Y POLITICA DE GESTIÓN. Disponibilidad de este inmueble, la publicación de este inmueble en portales y en nuestra página web, no garantiza al 100% la disponibilidad del mismo, consultar siempre disponibilidad con un asesor comercial Alovi, Vivienda disponible únicamente para contratos de alquiler a estudiantes, profesionales, por desplazamientos… es decir, solo por temporadas cortas. Estos arriendos denominados de carácter temporal (vivienda no habitual), son operaciones de alquiler no sujetas a la nueva Ley de Vivienda 12/2023, de 25 de mayo. Suministros, gastos de gestión y honorarios inmobiliarios, no incluidos en el precio de alquiler del inmueble, consultar detalle. La gestión de cita, orden de visitas al piso o fecha y hora de presentación de oferta-reserva de alquiler, no garantiza derecho ni aporta preferencia en la formalización del alquiler de este inmueble. La decisión sobre la aceptación de un candidato al alquiler, solo la tiene el propietario (arrendador), que una vez revise perfiles de candidatos, propuestas y documentación de los ofertantes postulados, libremente decidirá al respecto. Más información y propiedades en.",False,good,False,False,11.0,{'typology': 'flat'},"{'subtitle': 'Carrera de la Virgen - Paseo del Salón, Granada', 'title': 'Piso'}",False,False,False,False,False,False,AL-1989,,
105556841,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/dc/90/22/1262717563.webp,9,1,550.0,"{'price': {'amount': 550.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 650.0, 'priceDropValue': 100, 'priceDropPercentage': 15}}}",flat,rent,55.0,,2,1,Zaidín,Granada,Granada,Zaidín,es,,37.1639996,-3.5987488,False,https://www.idealista.com/inmueble/105556841/,1125,"¡APARTAMENTO SIN AMUEBLAR DE DOS DORMITORIOS EN EL ZAIDÍN! Se distribuye en salón-comedor muy luminoso, cocina americana plenamente acondicionada de electrodomésticos, dos dormitorios y un cuarto de baño. Además, consta de suelo de gres y carpintería exterior PVC. Ubicado en el Zaidín. Rodeado de todo tipo de servicios y comercios ideales para nuestra vida diaria tales como supermercados, restaurantes, cafeterías, farmacias, paradas de autobús, zonas de ocio, etc. Comunidad incluida en el precio, y dos meses de fianza. *.",False,good,False,,10.0,{'typology': 'flat'},"{'subtitle': 'Zaidín, Granada', 'title': 'Piso'}",False,False,False,False,False,False,40673,,
105305700,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/80/bf/ed/1248111668.webp,17,1,950.0,"{'price': {'amount': 950.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1100.0, 'priceDropValue': 150, 'priceDropPercentage': 14}}}",flat,rent,80.0,True,3,1,"calle Hornillo de Cartuja, 26",Granada,Granada,San Ildefonso,es,,37.1859246,-3.6010007,True,https://www.idealista.com/inmueble/105305700/,1330,"Alquiler de piso a estrenar obra realizada Junio 2024, junto Hospital Real, Ancha de Capuchinos, universidades de Cartuja y Ciencias, Derecho. Dotado de mobiliario completo nuevo y listo para entrar a vivir. Climatización individual en todas las habitaciones y salón. Aislamiento acústico y térmico en paredes y ventanas. Todas las habitaciones son exteriores y el salón dispone de un pequeño balcón con gran luminosidad. Conectividad: Tomas de Internet en todas la habitaciones. Zona servicios y ocio comercios, Mercadona, farmacias, parada de autobús. Comunidad incluida en el precio.",True,good,False,False,12.0,{'typology': 'flat'},"{'subtitle': 'San Ildefonso, Granada', 'title': 'Piso en calle Hornillo de Cartuja, 26'}",False,False,False,False,False,False,SI-2801,,
105636420,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b8/05/28/1258378611.webp,38,,1400.0,"{'price': {'amount': 1400.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1600.0, 'priceDropValue': 200, 'priceDropPercentage': 13}}}",chalet,rent,130.0,,3,2,"calle San Juan de los Reyes, 91",Granada,Granada,Albaicín,es,,37.1799868,-3.5905014,True,https://www.idealista.com/inmueble/105636420/,965,"Se alquila una encantadora casa en el histórico barrio del Albaicín, Granada, que cuenta con 3 amplios dormitorios, 2 baños completos, una cocina totalmente equipada y un salón luminoso y acogedor. La propiedad, amueblada y con patio interior, ofrece todas las comodidades modernas y está situada a pocos minutos de la Alhambra y cerca de tiendas, restaurantes y transporte público. Se requieren dos meses de fianza. Para más información o para concertar una visita, contacta con JUANDE DE INMOCASA.",False,good,False,,11.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Albaicín, Granada', 'title': 'Chalet adosado en calle San Juan de los Reyes, 91'}",False,False,False,False,False,False,JdD-Alquiler,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
105771200,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/73/dd/9d/1262506001.webp,17,4,1000.0,"{'price': {'amount': 1000.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1150.0, 'priceDropValue': 150, 'priceDropPercentage': 13}}}",flat,rent,104.0,True,3,2,barrio Carrera de la Virgen - Paseo del Salón,Granada,Granada,Realejo,es,Carrera de la Virgen - Paseo del Salón,37.1687985,-3.5947853,False,https://www.idealista.com/inmueble/105771200/,679,"¡Disponibilidad inmediata! Solo trabajadores y familias. Se alquila estupendo ático totalmente reformado Junto al Paseo del Salón ideal para familias! Tiene 3 dormitorios, de los cuales uno es doble y dos individuales. A la entrada hay un gran hall con un gran salón comedor estilo abuhardillado. Cuenta también con cocina independiente completamente equipada (vitrocerámica, frigorífico, microondas, etc. ). Tiene dos cuartos de baño completos.  Cuenta con calefacción y agua caliente por gas natural y aire acondicionado. La vivienda está recién reformada, por lo que cuenta con primeras calidades, ventanas climalit, buen aislamiento y muy luminoso.  Tiene una coqueta terraza, además de una plaza de garaje y trastero en el mismo edificio OPCIONALES (consultar precio).  Gastos de comunidad incluidos en el precio. Ubicado en una de las mejores zonas de la ciudad. ¡No lo dejes escapar!  No se admiten animales. Preguntar disponibilidad.   NOTAS Y POLITICA DE GESTIÓN. Disponibilidad de este inmueble, la publicación de este inmueble en portales y en nuestra página web, no garantiza al 100% la disponibilidad del mismo, consultar siempre disponibilidad con un asesor comercial Alovi, Suministros, gastos de gestión y honorarios inmobiliarios, no incluidos en el precio de alquiler del inmueble, consultar detalle. La gestión de cita, orden de visitas al piso o fecha y hora de presentación de oferta-reserva de alquiler, no garantiza derecho ni aporta preferencia en la formalización del alquiler de este inmueble. La decisión sobre la aceptación de un candidato al alquiler, solo la tiene el propietario (arrendador), que una vez revise perfiles de candidatos, propuestas y documentación de los ofertantes postulados, libremente decidirá al respecto. Más información y propiedades en.",False,good,False,True,10.0,{'typology': 'flat'},"{'subtitle': 'Carrera de la Virgen - Paseo del Salón, Granada', 'title': 'Piso'}",True,False,False,False,False,False,AL-0321-1,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 150.0}",
105426207,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/05/7c/1251812183.webp,23,5,660.0,"{'price': {'amount': 660.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 750.0, 'priceDropValue': 90, 'priceDropPercentage': 12}}}",flat,rent,75.0,True,3,1,"calle Turina, 4",Granada,Granada,Ronda - Arabial,es,Ronda - Arabial,37.1808817,-3.6131689,True,https://www.idealista.com/inmueble/105426207/,1498,"ALQUILER PARA ESTUDIANTES EN CAMINO DE RONDA, CERCA DE PLAZA EINSTEIN. CONTRATO POR TEMPORADA, MÍNIMO 10 MESES. Se oferta en alquiler este cómodo piso para el curso 2024/2025, situado en la mejor zona de la ciudad, está ubicado frente a Mercadona, con restaurantes, comercios, farmacias y zonas de ocio a menos de 2 minutos; además hay paradas de metro y autobús a menos de 5 minutos. La vivienda dispone de cocina independiente equipada con electrodomésticos y menaje, salón-comedor completamente exterior, haciendo esquina y con grandes ventanales, por lo que está garantizada la luz natural, tres amplios dormitorios adaptados para el estudio con escritorios y, finalmente, un baño completo. Disponemos de vídeo, solicítalo sin compromiso. AGENCIA INMOGR. TU INMOBILIARIA DE CONFIANZA EN GRANADA.",False,good,False,True,9.0,{'typology': 'flat'},"{'subtitle': 'Ronda - Arabial, Granada', 'title': 'Piso en calle Turina, 4'}",False,False,False,False,False,False,,,{'groupDescription': 'Destacado'}
105717246,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/76/28/47/1260913896.webp,20,5,1100.0,"{'price': {'amount': 1100.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1250.0, 'priceDropValue': 150, 'priceDropPercentage': 12}}}",flat,rent,120.0,True,4,2,"camino de Ronda, 40",Granada,Granada,Figares,es,,37.1670002,-3.6037162,True,https://www.idealista.com/inmueble/105717246/,915,"Formidable piso para estudiantes en el mismo Camino de Ronda, a pie de parada de metro, frente Mercadona, y a escasos minutos de Facultades.  Disponible para septiembre, no dude en contactar y reserve su próximo hogar en Granada.  Cuenta con un gran salón-comedor con luz natural garantizada, desde donde accedemos a terraza cubierta, cocina independiente totalmente equipada y con todos los electrodomésticos, 4 dormitorios espaciosos y exteriores, y finalmente 1 baño y 1 aseo. Contacte con profesionales en el sector.  Contratos por temporada escolar.  AGENCIA INMOGR.",False,good,False,True,9.0,{'typology': 'flat'},"{'subtitle': 'Figares, Granada', 'title': 'Piso en camino de Ronda, 40'}",False,False,False,False,False,False,,,
105475063,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1e/37/b1/1265556636.webp,20,1,800.0,"{'price': {'amount': 800.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 900.0, 'priceDropValue': 100, 'priceDropPercentage': 11}}}",flat,rent,100.0,True,3,3,calle Parra Alta de Cartuja,Granada,Granada,San Ildefonso,es,,37.1863664,-3.6008887,False,https://www.idealista.com/inmueble/105475063/,1376,"HOSPITAL REAL. - ¡Oportunidad única en el corazón de la ciudad! Este amplio piso de 105 m² construidos y 90 m² útiles, ubicado en una primera planta de un edificio moderno, es ideal para estudiantes que buscan comodidad y una ubicación privilegiada. Consta de 3 dormitorios, un baño completo y un aseo adicional, todos con armarios empotrados. Disfruta de un amplio salón con excelente iluminación natural y una cocina con lavadero. El piso está en buen estado, cuenta con calefacción y bomba de frío/calor. No se admiten mascotas. ¡No pierdas la oportunidad de vivir en este increíble espacio!",False,good,False,True,8.0,{'typology': 'flat'},"{'subtitle': 'San Ildefonso, Granada', 'title': 'Piso en calle Parra Alta de Cartuja'}",False,False,False,False,False,False,020804,,{'groupDescription': 'Destacado'}
103892778,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/dd/2f/a7/1203429337.webp,27,2,850.0,"{'price': {'amount': 850.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 950.0, 'priceDropValue': 100, 'priceDropPercentage': 11}}}",flat,rent,75.0,,2,1,barrio Molinos - Santiago,Granada,Granada,Realejo,es,Molinos - Santiago,37.1765916,-3.5933267,False,https://www.idealista.com/inmueble/103892778/,536,"¡APARTAMENTO DE DOS DORMITORIOS EN EL REALEJO! Espectacular vivienda luminosa y amplia. Goza de armario empotrado. Consta de dos dormitorios; uno de ellos doble con cama de matrimonio y otro simple con cama individual, un salón-comedor, un cuarto de baño completo con plato de ducha y una cocina independiente totalmente equipada con electrodomésticos. No tiene ascensor. Este increíble dúplex se encuentra situado en el barrio judío y más emblemático de Granada, el Realejo. Rodeado de calles típicas y principales monumentos de la ciudad. Además en sus alrededores también puedes encontrar todo tipo de servicios para vivir cómodamente tales como: supermercados, farmacias, bancos, bares, cafeterías, paradas autobús, etc. Comunidad incluida en el precio*WIFI INCLUIDO EN EL PRECIO*.",False,good,False,,11.0,{'typology': 'flat'},"{'subtitle': 'Molinos - Santiago, Granada', 'title': 'Piso'}",False,False,False,False,False,False,39864,,
105896983,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cd/b0/67/1266307722.webp,16,6,900.0,"{'price': {'amount': 900.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1000.0, 'priceDropValue': 100, 'priceDropPercentage': 10}}}",flat,rent,98.0,True,3,2,calle Chueca,Granada,Granada,Figares,es,,37.1671347,-3.6044957,False,https://www.idealista.com/inmueble/105896983/,939,"Calle Chueca, zona centro y Palacio de Congresos. En una de las mejores zonas de Granada. Espectacular piso recién reformado. En la 6ª planta, con terraza y vistas muy despejadas. Todo luz natural. Reformado de capricho y amueblado de diseño con todos los electrodomésticos casi a estrenar. Gran frigorífico-congelador, lavadora, lavavajillas, placa inducción, horno. 3 dormitorios grandes, con armarios. 2 baños completos preciosos con duchas amplias. Cocina muy grande, independiente, luminosísima, con un ventanal enorme y con una despensa incorporada. Todas las ventanas son climalit de doble acristalamiento, con cámara de 2 cm. y rotura de puente térmico. Calefacción individual (eléctrica) y aire acondicionado. 1000 euros comunidad incluida. Exclusivamente alquiler de larga duración. Se requiere fianza. Es imprescindible nómina y/o avalista con nómina suficiente, como exige el seguro de alquiler (que contratará y pagará la propiedad).",False,good,False,True,9.0,{'typology': 'flat'},"{'subtitle': 'Figares, Granada', 'title': 'Piso en calle Chueca'}",False,False,False,False,False,False,,,
105798725,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/80/b2/42/1263365818.webp,40,5,1750.0,"{'price': {'amount': 1750.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1950.0, 'priceDropValue': 200, 'priceDropPercentage': 10}}}",duplex,rent,300.0,True,4,4,barrio Plaza de Toros,Granada,Granada,Los Pajaritos - Plaza de Toros,es,Plaza de Toros,37.1848116,-3.6061418,False,https://www.idealista.com/inmueble/105798725/,1365,"¡Se alquila un espectacular dúplex exterior en la Plaza de San Lázaro! Con una impresionante superficie de 298 m² y 4 terrazas, este hogar es perfecto para quienes buscan espacio y comodidad. PLANTA BAJA: Al entrar, te recibe un amplio hall con 4 armarios empotrados, ideal para mantener todo organizado. La cocina, moderna y exterior, es del prestigioso fabricante Santos y está completamente equipada con electrodomésticos integrados de Miele, incluyendo 2 frigoríficos, una vinoteca y hasta una TV. Además, cuenta con un práctico lavadero conectado, que incluye lavadora, secadora y fregadero oculto en muebles elegantes. El salón es amplio y luminoso, dividido en 3 zonas de estancia, y se abre a una gran terraza con tarima de madera de IPE, amueblada con cómodos sofás de exterior y jardineras, perfecta para disfrutar del aire libre. PLANTA ALTA: Accede a la planta superior a través de una escalera generosa y de fácil subida, que también cuenta con un armario-trastero panelado. Aquí encontrarás 4 grandes dormitorios, incluyendo un dormitorio principal tipo suite con baño privado y vestidor. Todos los dormitorios tienen armarios empotrados, y 2 de ellos cuentan con baño integrado. Además, hay un cuarto baño adicional en esta planta, y 3 de los 4 dormitorios tienen acceso a amplias terrazas al exterior, ideales para relajarse y disfrutar de las vistas. El piso incluye 2 plazas de garaje, donde también puedes aparcar una moto o bicicletas, brindando aún más comodidad. ¡No te pierdas esta oportunidad única! El dúplex estará disponible a partir de septiembre de 2024. ¡Contáctanos para más información y para programar una visita!",False,good,False,True,6.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Plaza de Toros, Granada', 'title': 'Dúplex'}",False,False,False,False,False,False,16446J,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
105510864,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e9/3a/1e/1254514813.webp,15,1,720.0,"{'price': {'amount': 720.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 800.0, 'priceDropValue': 80, 'priceDropPercentage': 10}}}",flat,rent,70.0,True,2,1,calle Cuartelillo,Granada,Granada,Realejo,es,Cuesta Escoriaza - Barranco del Abogado,37.1736935,-3.5928268,False,https://www.idealista.com/inmueble/105510864/,508,"Piso de 70 m2 totalmente reformado. La vivienda consta de 2 habitaciones, salón independiente, cocina equipada, 1 baño, calefacción Central, armarios empotrados, suelo de tarima. Es una finca exterior con ascensor y se entrega Amueblada. Gastos de comunidad incluidos. Situado en unos de los barrios mas emblemáticos de Granada, el Realejo, muy cerca del Campo del Príncipe y con todos los servicios necesarios cerca,   No se aceptan animales.",False,good,False,True,10.0,{'typology': 'flat'},"{'subtitle': 'Cuesta Escoriaza - Barranco del Abogado, Granada', 'title': 'Piso en calle Cuartelillo'}",False,False,False,False,False,False,1800-000033-02,,
105497978,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/00/03/43/1254115011.webp,14,1,780.0,"{'price': {'amount': 780.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 870.0, 'priceDropValue': 90, 'priceDropPercentage': 10}}}",flat,rent,73.0,True,3,1,Zaidín,Granada,Granada,Zaidín,es,,37.1616939,-3.5980053,False,https://www.idealista.com/inmueble/105497978/,1383,"¡Atención estudiantes! Tenemos el piso perfecto para ti en alquiler, ubicado junto a la Avenida de Dilar. Este acogedor inmueble de 63 m² útiles cuenta con tres dormitorios completamente amueblados, ideales para compartir con compañeros de estudio. La cocina está totalmente equipada para que puedas preparar tus comidas favoritas sin complicaciones, y el baño completo te ofrece toda la comodidad que necesitas. El salón, también amueblado, es el lugar perfecto para relajarte después de un largo día de clases. La vivienda es muy luminosa y completamente exterior, lo que garantiza un ambiente agradable y lleno de luz natural. Su ubicación es inmejorable, a pocos pasos de las facultades del PTS y con excelentes conexiones de transporte público, incluyendo paradas de autobús y metro cercanas. Además, cuenta con fácil acceso a la autovía. Este piso se encuentra en la primera planta de un edificio sin ascensor y está en buen estado, aunque es de segunda mano. Es importante mencionar que no se aceptan mascotas en esta vivienda. ¡No pierdas la oportunidad de vivir en un lugar cómodo y bien comunicado mientras cursas tus estudios!",False,good,False,False,11.0,{'typology': 'flat'},"{'subtitle': 'Zaidín, Granada', 'title': 'Piso'}",False,False,False,False,False,False,,,
105411113,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/82/14/9a/1251344556.webp,5,1,650.0,"{'price': {'amount': 650.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 720.0, 'priceDropValue': 70, 'priceDropPercentage': 10}}}",flat,rent,93.0,,3,1,barrio Cuesta Escoriaza - Barranco del Abogado,Granada,Granada,Realejo,es,Cuesta Escoriaza - Barranco del Abogado,37.1730987,-3.5916826,False,https://www.idealista.com/inmueble/105411113/,617,"Fantástico piso de 3 dormitorios en el barrio del Realejo, soleado y luminoso. El inmueble está próximo a comercios, supermercados y facultades. Situado justo detrás de la Facultad de Arquitectura y perpendicular a calle Molinos.",False,good,False,,7.0,{'typology': 'flat'},"{'subtitle': 'Cuesta Escoriaza - Barranco del Abogado, Granada', 'title': 'Piso'}",False,False,False,False,False,False,32643,,
105444150,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bb/92/ec/1252370672.webp,48,5,1000.0,"{'price': {'amount': 1000.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1100.0, 'priceDropValue': 100, 'priceDropPercentage': 9}}}",flat,rent,100.0,False,4,1,"calle Pedro Antonio de Alarcón, 71",Granada,Granada,Ronda - Arabial,es,Ronda - Arabial,37.1755632,-3.6081921,True,https://www.idealista.com/inmueble/105444150/,870,"DISPONIBLE PISO PARA ESTUDIANTES EN ALQUILER PARA PRÓXIMO CURSO ESCOLAR, EN PEDRO ANTONIO DE ALARCÓN, JUNTO PLAZA EINSTEIN. Magnífico piso en Pedro Antonio de Alarcón, a 2 minutos de Ciencias, paralelo a Camino de Ronda, zona de Universitarios. Edificio con portal nuevo y ascensor. La vivienda cuenta con recibidor, amplio salón-comedor, cocina independiente totalmente equipada, lavadero, 4 dormitorios, acondicionados para estudiantes, espaciosos y silenciosos, y finalmente, un gran baño completo. AGENCIA INMOGR. CONTRATO PARA ESTUDIANTES POR TEMPORADA, CURSO ACADÉMICO.",False,good,False,True,10.0,{'typology': 'flat'},"{'subtitle': 'Ronda - Arabial, Granada', 'title': 'Piso en calle Pedro Antonio de Alarcón, 71'}",False,False,False,False,False,False,,,{'groupDescription': 'Destacado'}
99103058,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/de/ed/d1/1033575871.webp,41,2,1000.0,"{'price': {'amount': 1000.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1100.0, 'priceDropValue': 100, 'priceDropPercentage': 9}}}",flat,rent,132.0,True,4,2,"camino de Ronda, 103 --A",Granada,Granada,Ronda - Arabial,es,Ronda - Arabial,37.1756605,-3.6093676,True,https://www.idealista.com/inmueble/99103058/,974,"Piso en pleno camino de Ronda de cuatro dormitorios adaptado para cuatro estudiantes con posibilidad de calefacción central, con escritorios armario encada uno de los dormitorios, cuenta con una terraza lavadero amplia cocina donde poder comer y un gran salón, con dos ambientes, zona con todo tipo de servicios, metro, universidades, autobuses y todo tipo de comercio donde les sea lo mas sencillo una vida llena de comodidades, no dudes en llamarnos y gestionaremos una visita y poder venir a vivir a una de las mejores zonas de granada.   Reserva ya el curso llámanos.",False,good,False,True,8.0,{'typology': 'flat'},"{'subtitle': 'Ronda - Arabial, Granada', 'title': 'Piso en camino de Ronda, 103 --a'}",True,False,False,False,False,False,acpcebrian,,
